ID,Area,AreaReal,Perimeter,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,BoundingBoxArea,BoundingBoxAreaReal,Diameter,DiameterReal,Centroid_1,Centroid_2
1249,123,0.00702290874141384,72,292,402,305,417,195,0.0111338797119975,15.2970585407784,0.115588302411607,298.5,409.5
1253,71,0.00405387415154783,68,836,402,853,412,170,0.00970645923610043,17.2626765016321,0.130440990768599,844.5,407
1255,108,0.00616645645587557,102,883,402,901,420,324,0.0184993693676267,18.9736659610103,0.143369644112408,892,411
1258,415,0.0236951798998922,224,227,390,251,425,840,0.0479613279901433,36.6878726556883,0.277222507063011,239,407.5
1273,91,0.00519581053226552,74,130,407,146,421,224,0.0127896874640382,18.6010752377383,0.140554257802516,138,414
1282,254,0.0145025920351148,168,497,409,521,431,528,0.0301471204509472,25.6320112359526,0.193681723728844,509,420
1287,156,0.00890710376959804,96,531,410,546,426,240,0.0137032365686124,18.8679622641132,0.142570921217389,538.5,418
1299,150,0.00856452285538273,84,353,414,371,430,288,0.0164438838823348,18.4390889145858,0.139330249666757,362,422
1309,252,0.014388398397043,162,745,417,765,440,460,0.026264536756507,24.5967477524977,0.185859020541674,755,428.5
1313,158,0.00902129740766981,86,258,418,271,438,260,0.0148451729493301,21.0237960416286,0.158860926642964,264.5,428
1323,287,0.016386787063299,124,379,420,401,439,418,0.0238664703569999,22.8035085019828,0.17230886773077,390,429.5
1325,111,0.00633774691298322,60,604,420,616,434,168,0.00959226559802866,15.8113883008419,0.119474703427007,610,427
1328,125,0.00713710237948561,102,299,421,320,438,357,0.0203835643958109,21.540659228538,0.162766470849038,309.5,429.5
1344,189,0.0107912987977822,102,170,425,184,447,308,0.0175858202630525,23.0867927612304,0.174449432633433,177,436
1345,100,0.00570968190358849,106,191,425,208,444,323,0.0184422725485908,19.2353840616713,0.145347249864858,199.5,434.5
1354,369,0.0210687262242415,266,861,401,893,444,1376,0.0785652229933776,46.0651712251241,0.348079660414319,877,422.5
